val,AGENCY,TIME,COMMENTS,YEAR,ACTIVE,UNIT_ID,FIRE_NAME,FIRE_NUM,DATE,FIRE,INCIWEB_ID,LOAD_DATE,AREA,PERIMETER,lon,lat
5002.58000000,USFS,0000,,2012,N,MT-BDF,Pony,GY6M,2012/07/01,,2938,2012/07/06,0.002340,0.277582,-111.980134,45.688395
5118.76000000,USFS,0406,IR heat perimeter,2012,N,MT-BDF,Pony,GY6M,2012/07/06,,2938,2012/07/06,0.002394,0.287435,-111.980848,45.688201
13919.30000000,BLM,0949,FIMT,2012,N,CO-GRD,Pine Ridge,GZT4,2012/07/03,,2951,2012/07/05,0.005871,0.463294,-108.314317,39.253767
19840.61000000,USFS,1800,WFDSS; GPS ground,2012,N,ID-SCF,Mustang Complex,G4A0,2012/08/17,,3100,2012/08/20,0.008717,0.468949,-115.761078,41.940734
6740.33000000,BLM,1000,WFDSS; GPS air,2012,N,NV-EKD,Stud,G5RC,2012/08/14,,3145,2012/08/20,0.002944,0.531451,-115.412686,41.564099
46040.70000000,USFS,0715,IR heat perimeter,2012,N,CA-SHF,Bagley Complex,G6JV,2012/09/13,,3188,2012/09/13,0.019952,0.914103,-122.056496,41.037803
5042.85000000,BLM,0715,IR heat perimeter,2012,N,OR-VAD,Pole Creek,G1AT,2012/09/13,,3244,2012/09/13,0.002297,0.410634,-121.696511,44.189184
4335.98000000,BLM,2101,IR heat perimeter,2012,N,OR-VAD,Pole Creek,G1AT,2012/09/11,,3244,2012/09/12,0.001976,0.403743,-121.696457,44.189490
71261.58000000,USFS,0048,IR heat perimeter,2012,N,OR-WWF,Cache Creek,G6PE,2012/08/31,,3202,2012/08/31,0.033464,1.420126,-116.900947,45.906145
843.35000000,State Agency,2227,FIMT,2012,N,MT-SWS,Elevation Mountain,G6RS,2012/08/30,,3205,2012/08/31,0.000403,0.105672,-113.239763,46.838595
4595.85000000,USFS,0915,IR heat perimeter,2012,N,CA-SHF,Stafford,G7TZ,2012/09/11,,3235,2012/09/11,0.001977,0.313016,-123.108894,40.541950
58.45000000,BLM,0000,GPS,2012,N,MT-MCD,Black Butte,G32M,2012/07/29,,,2012/11/16,0.000028,0.050526,-106.670628,46.841574
728.92000000,BLM,0000,GPS,2012,N,MT-MCD,Boyce,G0Z8,2012/07/05,,,2012/11/16,0.000338,0.090176,-106.291225,45.243381
352.63000000,BLM,0000,,2012,N,MT-LED,Boyce,G5QW,2012/08/10,,,2012/11/16,0.000170,0.063976,-109.602520,47.544292
61.03000000,BLM,0000,GPS,2012,N,MT-MCD,Buffalo,G2NV,2012/07/17,,,2012/11/16,0.000028,0.039676,-105.771718,45.030293
19489.62000000,USFS,2007,IR heat perimeter,2012,N,CA-KNF,Fort Complex,G5F7,2012/08/30,,3107,2012/08/31,0.008557,1.376841,-123.227873,41.894409
986.00000000,State Agency,0000,,2012,N,MT-SOS,Buffalo Creek,G27N,2012/07/21,,,2012/11/16,0.000465,0.090118,-107.747754,46.203001
123894.12000000,USFS,0657,FIMT,2012,N,ID-SCF,Halstead,G34R,2012/08/31,,3062,2012/08/31,0.056645,4.305443,-114.966314,44.398120
7196.77000000,USFS,2320,IR heat perimeter,2012,N,ID-NPF,McGuire Complex,G64M,2012/08/30,,3219,2012/08/31,0.003362,0.676135,-115.528527,45.628782
211196.75000000,USFS,2207,IR heat perimeter,2012,N,ID-SCF,Mustang Complex,G4A0,2012/08/30,,3100,2012/08/31,0.098254,4.847513,-114.479423,45.430005
3265.00000000,State Agency,0238,IR heat perimeter,2012,N,MT-CES,Nineteen Mile,G67Q,2012/08/31,,3217,2012/08/31,0.001532,0.324143,-112.322852,45.865010
38399.84000000,USFS,0845,IR heat perimeter,2012,N,CA-MNF,North Pass,G6L2,2012/08/31,,3201,2012/08/31,0.016362,1.352216,-123.057604,39.882894
5792.35000000,USFS,2226,IR heat perimeter,2012,N,OR-MAF,Parish Cabin,G66T,2012/08/30,,3216,2012/08/31,0.002639,0.444487,-118.746199,44.201789
26505.32000000,USFS,0136,IR heat perimeter,2012,N,ID-CWF,Powell SBW Complex,G69S,2012/08/30,,3125,2012/08/31,0.012546,2.607641,-114.668405,46.392697
384.68000000,USFS,0000,WFDSS; GPS air,2012,N,CA-SQF,Gulch,GYL7,2012/06/20,,,2012/06/21,0.000155,0.053536,-118.479926,35.664380
75536.90000000,Local Agency,2236,IR heat perimeter,2012,N,CO-LRX,High Park,GW7N,2012/06/22,,2904,2012/06/23,0.032568,3.306417,-105.342278,40.640557
17038.65000000,USFS,1220,FIMT,2012,N,CO-SJF,Little Sand,GVE7,2012/06/22,,2878,2012/06/23,0.007018,1.713705,-107.275916,37.434357
11986.80000000,USFS,1027,,2012,N,NV-HTF,North Schell,GX6G,2012/06/22,,2915,2012/06/23,0.005086,0.565441,-114.573381,39.612138
17038.65000000,USFS,0025,IR heat perimeter,2012,N,CO-SJF,Little Sand,GVE7,2012/06/22,,2878,2012/06/22,0.007018,1.713705,-107.275916,37.434357
11986.80000000,USFS,1847,,2012,N,NV-HTF,North Schell,GX6G,2012/06/21,,2915,2012/06/22,0.005086,0.565441,-114.573381,39.612138
11010.87000000,USFS,0052,IR heat perimeter,2012,N,AZ-TNF,Poco,GX0P,2012/06/21,,2911,2012/06/21,0.004361,0.420153,-110.855377,34.189192
3060.48000000,Local Agency,0221,IR heat perimeter,2012,N,WY-COX,Russells Camp,GX64,2012/06/22,,2917,2012/06/22,0.001358,0.352239,-105.839497,42.508795
78974.25000000,Local Agency,0051,FIMT,2012,N,CO-LRX,High Park,GW7N,2012/06/23,,2904,2012/06/23,0.034052,2.619051,-105.342108,40.644241
44330.32000000,USFS,2046,FIMT,2012,N,NM-LNF,Little Bear,GW6A,2012/06/22,,2903,2012/06/23,0.017408,1.158440,-105.746383,33.445659
18866.34000000,USFS,2347,IR heat perimeter,2012,N,CO-SJF,Little Sand,GVE7,2012/06/22,,2878,2012/06/23,0.007772,1.911464,-107.278113,37.436344
11926.23000000,USFS,2316,IR heat perimeter,2012,N,AZ-TNF,Poco,GX0P,2012/06/22,,2911,2012/06/23,0.004724,0.367028,-110.858953,34.187397
3905.43000000,Local Agency,2146,IR heat perimeter,2012,N,WY-COX,Russells Camp,GX64,2012/06/22,,2917,2012/06/23,0.001732,0.422178,-105.836476,42.511724
3307.50000000,USFS,0106,IR heat perimeter,2012,N,ID-NPF,Goat,G42D,2012/09/12,Ditch,3135,2012/09/13,0.001552,0.368510,-114.862529,45.911288
808.10000000,USFS,0106,IR heat perimeter,2012,N,ID-NPF,Goat,G42D,2012/09/12,Moose Ridge,3135,2012/09/13,0.000380,0.226641,-114.936215,46.067459
12049.32000000,USFS,2108,IR heat perimeter,2012,N,NV-HTF,North Schell,GX6G,2012/06/22,,2915,2012/06/23,0.005113,0.568272,-114.573419,39.611962
88773.96000000,Local Agency,2119,FIMT,2012,N,WY-AL1X,Arapaho,GZ04,2012/07/03,,2959,2012/07/05,0.039198,2.903551,-105.400068,42.211398
10170.94000000,USFS,2218,FIMT,2012,N,WY-MBF,Squirrel Creek,G0D0,2012/07/04,,2970,2012/07/05,0.004417,0.459750,-106.040246,41.143472
13919.74000000,BLM,1519,FIMT,2012,N,CO-GRD,Pine Ridge,GZT4,2012/07/04,,2951,2012/07/05,0.005871,0.464060,-108.314317,39.253766
95151.58000000,Local Agency,2217,IR heat perimeter,2012,N,WY-AL1X,Arapaho,GZ04,2012/07/04,,2959,2012/07/05,0.042014,2.872399,-105.400781,42.212343
10348.67000000,USFS,2248,IR heat perimeter,2012,N,WY-MBF,Squirrel Creek,G0D0,2012/07/04,,2970,2012/07/05,0.004495,0.495816,-106.040828,41.143261
1121.03000000,USFS,2159,FIMT,2012,N,CO-PSF,Springer,GX57,2012/06/21,,2916,2012/06/22,0.000472,0.110010,-105.424266,38.940451
12962.94000000,BLM,0203,IR heat perimeter,2012,N,CO-GRD,Pine Ridge,GZT4,2012/07/02,,2951,2012/07/02,0.005468,0.612796,-108.315986,39.252653
78322.59000000,Local Agency,2339,IR heat perimeter,2012,N,CO-LRX,High Park,GW7N,2012/06/23,,2904,2012/06/24,0.033769,3.480478,-105.345469,40.640564
18866.34000000,USFS,1036,FIMT,2012,N,CO-SJF,Little Sand,GVE7,2012/06/23,,2878,2012/06/24,0.007772,1.911464,-107.278113,37.436344
25670.98000000,State Agency,0000,WFDSS; GPS air,2012,N,NV-NNS,Willow,G4YY,2012/08/10,,3129,2012/08/24,0.011171,0.816082,-116.428686,41.310895
79020.25000000,USFS,0000,WFDSS; IR heat perimeter,2012,N,OR-FWF,Barry Point,G47N,2012/08/16,,3105,2012/08/24,0.034763,2.194098,-120.687219,42.025436
93699.33000000,USFS,0013,IR heat perimeter,2012,N,OR-FWF,Barry Point,G47N,2012/08/24,,3105,2012/08/24,0.041210,1.976181,-120.675856,42.015680
3733.83000000,USFS,0106,IR heat perimeter,2012,N,ID-NPF,Goat,G42D,2012/09/12,Square Rock,3135,2012/09/13,0.001755,0.476239,-114.985701,45.978046
173.16000000,USFS,0106,IR heat perimeter,2012,N,ID-NPF,Goat,G42D,2012/09/12,Trout Peak,3135,2012/09/13,0.000082,0.056509,-114.846610,46.159221
7371.36000000,USFS,0000,WFDSS; GPS air,2012,N,AZ-COF,Canyon,GZ6N,2012/07/03,,,2012/07/05,0.002936,0.331491,-111.098941,34.735728
7190.35000000,BLM,0000,Named 'Eagan' in FireCode,2012,N,NV-ELD,Egan,GZ9J,2012/07/02,,2972,2012/07/04,0.003016,0.342811,-114.950609,38.755161
1854.14000000,NPS,0000,GPS,2012,N,VA-SHP,Neighbor Mountain,GZF5,2012/07/04,,2967,2012/07/05,0.000777,0.193245,-78.370854,38.695818
12046.57000000,USFS,2147,,2012,N,NV-HTF,North Schell,GX6G,2012/06/23,,2915,2012/06/24,0.005112,0.561103,-114.573408,39.611978
1528.01000000,USFS,2307,IR heat perimeter,2012,N,CO-PSF,Waldo Canyon,GY3N,2012/06/23,,2929,2012/06/24,0.000643,0.208751,-104.934678,38.904054
82114.52000000,Local Agency,2341,FIMT,2012,N,CO-LRX,High Park,GW7N,2012/06/23,,2904,2012/06/24,0.035405,2.532358,-105.345916,40.643958
11897.37000000,USFS,2100,FIMT,2012,N,AZ-TNF,Poco,GX0P,2012/06/23,,2911,2012/06/24,0.004712,0.362061,-110.858829,34.187451
6923.78000000,USFS,0057,IR heat perimeter,2012,N,ID-SCF,Merino,G6GW,2012/09/12,,,2012/09/13,0.003180,0.786710,-114.854616,44.677561
295727.62000000,USFS,2136,FIMT,2012,N,ID-SCF,Mustang Complex,G4A0,2012/09/11,,3100,2012/09/13,0.137614,6.222631,-114.482995,45.443849
337.59000000,Local Agency,0904,GPS,2012,N,CO-LPX,State Line,GY38,2012/06/24,,,2012/06/24,0.000138,0.067054,-107.884590,37.031231
12044.63000000,USFS,0053,IR heat perimeter,2012,N,NV-HTF,North Schell,GX6G,2012/06/24,,2915,2012/06/24,0.005111,0.561135,-114.573415,39.611975
5950.38000000,State Agency,0655,FIMT,2012,N,UT-NWS,Dump,GYW5,2012/06/24,,2928,2012/06/24,0.002553,0.263978,-111.949385,40.309832
11897.37000000,USFS,1700,FIMT,2012,N,AZ-TNF,Poco,GX0P,2012/06/24,,2911,2012/06/25,0.004712,0.362061,-110.858829,34.187451
513.92000000,USFS,2154,FIMT,2012,N,CA-SQF,Piute Complex,G4TR,2012/08/05,Clear,3086,2012/08/07,0.000207,0.059043,-118.461377,35.529636
8.21000000,USFS,0000,WFDSS,2012,N,CA-SHF,Park,G40P,2012/08/07,,3092,2012/08/08,0.000004,0.009059,-122.557207,41.422319
4201.50000000,State Agency,0000,GPS air,2012,N,UT-NWS,Dump,GYW5,2012/06/22,,2928,2012/06/23,0.001801,0.194364,-111.948865,40.312549
1121.03000000,USFS,2041,FIMT,2012,N,CO-PSF,Springer,GX57,2012/06/22,,2916,2012/06/23,0.000472,0.110010,-105.424266,38.940451
230.62000000,BIA,0000,WFDSS; GPS ground; no entry in FireCode,2012,N,AZ-NAA,Dennebito Wash,000081,2012/06/21,,,2012/06/22,0.000094,0.053302,-110.140623,36.474477
1337.09000000,BLM,0000,,2012,N,AK-TAD,Nowitna River,GX5H,2012/06/17,,,2012/06/18,0.001007,0.208535,-153.680259,64.410497
40390.37000000,USFS,0000,FIMT,2012,N,UT-MLF,Seeley,GZN4,2012/07/04,,2953,2012/07/05,0.017143,1.299877,-111.125794,39.552206
18551.27000000,BLM,2100,,2012,N,UT-VLD,Wolf Den,GZ8J,2012/07/04,,2988,2012/07/05,0.007890,0.969251,-109.133070,39.743167
5709.82000000,BLM,0000,,2012,N,AK-GADC,Hogatza River,GX5Q,2012/06/21,,,2012/06/22,0.004641,0.541207,-155.199773,66.427076
404.53000000,USFS,2100,IR heat perimeter,2012,N,ID-NPF,Goat,G42D,2012/08/20,Nick Wynn Mountain,3135,2012/08/23,0.000189,0.086546,-114.743215,45.787130
8520.06000000,State Agency,0000,,2012,N,AK-FAS,Bear Creek 4,GY4Y,2012/06/26,,,2012/06/27,0.006353,0.527637,-149.405986,64.142866
689.63000000,USFS,1619,FIMT,2012,N,CA-LPF,Hill,GY3S,2012/06/25,,2936,2012/06/26,0.000275,0.076540,-118.884773,34.718063
45060.88000000,State Agency,0145,IR heat perimeter,2012,N,UT-SCS,Wood Hollow,GY4G,2012/06/27,,2942,2012/06/27,0.019164,0.996553,-111.539536,39.697901
2709.51000000,BLM,0000,,2012,N,AK-TAD,Allakaket,GYS1,2012/06/22,,,2012/06/25,0.002211,0.376433,-152.561213,66.528676
2.56000000,BLM,0000,GPS walked,2012,N,ID-TFD,Clay Cave,G63F,2012/08/27,,,2012/09/13,0.000001,0.005781,-114.327649,42.608959
32.03000000,Other,0000,GPS walked,2012,N,ID-USL,Lake Channel,GU9H,2012/09/10,,,2012/09/13,0.000014,0.019891,-112.939981,42.734590
20.57000000,BLM,0000,GPS walked,2012,N,ID-TFD,North Devils,G6GJ,2012/08/17,,,2012/09/13,0.000009,0.013936,-114.384592,42.607954
21667.04000000,USFS,1916,FIMT,2012,N,ID-NPF,Sheep,G7VJ,2012/09/11,,3240,2012/09/13,0.010111,0.769010,-116.223434,45.555779
26.51000000,USFS,1155,GPS,2012,N,MT-LCF,Moose Mountain,002158,2012/09/10,,3242,2012/09/13,0.000013,0.028908,-110.809819,46.842471
8508.66000000,State Agency,2132,IR heat perimeter,2012,N,MT-CES,Pine Creek,G7BF,2012/09/11,,3221,2012/09/13,0.003967,0.595768,-110.509875,45.509804
19617.35000000,BIA,0232,IR heat perimeter,2012,N,WY-WRA,Alpine Lake,G5KH,2012/09/13,,3137,2012/09/13,0.008780,1.882013,-109.378014,43.091210
2744.86000000,Local Agency,0312,IR heat perimeter,2012,N,WY-TDX,Horsethief Canyon,G7Y4,2012/09/13,,3241,2012/09/13,0.001236,0.315059,-110.736151,43.436608
10184.78000000,USFS,0000,,2012,N,MT-GNF,Millie,G67R,2012/09/12,,3215,2012/09/13,0.004742,0.584999,-111.064890,45.421024
4341.77000000,USFS,2316,IR heat perimeter,2012,N,MT-BRF,Sawtooth,G7K5,2012/09/12,,3227,2012/09/13,0.002048,0.398519,-114.262792,46.219510
23741.66000000,USFS,2239,IR heat perimeter,2012,N,ID-NPF,Sheep,G7VJ,2012/09/12,,3240,2012/09/13,0.011080,0.892332,-116.219633,45.557440
4356.00000000,USFS,2221,IR heat perimeter,2012,N,ID-PAF,Wesley,G70E,2012/09/12,,3243,2012/09/13,0.002017,0.461826,-116.482916,45.107245
20742.21000000,BIA,0800,IR heat perimeter,2012,N,WY-WRA,Alpine Lake,G5KH,2012/09/12,,3137,2012/09/12,0.009280,2.010180,-109.374129,43.093271
44330.32000000,USFS,2154,IR heat perimeter,2012,N,NM-LNF,Little Bear,GW6A,2012/06/23,,2903,2012/06/24,0.017408,1.158439,-105.746446,33.445516
1854.14000000,NPS,1200,GPS,2012,N,VA-SHP,Neighbor Mountain,GZF5,2012/07/03,,2967,2012/07/05,0.000777,0.193245,-78.370854,38.695818
152968.55000000,USFS,1506,FIMT,2012,N,ID-SCF,Halstead,G34R,2012/09/11,,3062,2012/09/12,0.069941,4.070695,-114.968832,44.400849
25463.28000000,USFS,0215,IR heat perimeter,2012,N,ID-NPF,McGuire Complex,G64M,2012/09/12,,3219,2012/09/12,0.011894,1.594614,-115.515669,45.622127
299337.00000000,USFS,0229,IR heat perimeter,2012,N,ID-SCF,Mustang Complex,G4A0,2012/09/12,,3100,2012/09/12,0.139295,6.682415,-114.479668,45.444730
19836.58000000,BLM,0035,IR heat perimeter,2012,N,UT-VLD,Wolf Den,GZ8J,2012/07/05,,2988,2012/07/05,0.008416,0.896080,-109.130741,39.739049
600.87000000,USFS,2309,IR heat perimeter,2012,N,ID-CWF,Powell SBW Complex,G69S,2012/09/11,Bell Point,3125,2012/09/12,0.000284,0.144232,-114.741172,46.240864
22.16000000,USFS,2309,IR heat perimeter,2012,N,ID-CWF,Powell SBW Complex,G69S,2012/09/11,Beaver Ridge,3125,2012/09/12,0.000011,0.015479,-114.476642,46.555307
266.90000000,BLM,0000,GPS driven,2012,N,ID-BOD,Bramwell,G0B8,2012/07/01,,,2012/07/06,0.000121,0.057525,-116.627321,43.818980
5232.84000000,Local Agency,0028,IR heat perimeter,2012,N,WY-COX,Russells Camp,GX64,2012/06/24,,2917,2012/06/24,0.002321,0.407128,-105.830811,42.517003
4.99000000,BLM,0000,,2012,N,AK-GADC,Alice Creek,GYB1,2012/06/22,,,2012/06/25,0.000005,0.015380,-154.122708,69.453167
7169.00000000,State Agency,1800,,2012,N,UT-NES,Church Camp,GY7C,2012/07/03,,2941,2012/07/04,0.003058,0.416843,-110.668217,39.893956
383.85000000,State Agency,0000,GPS driven,2012,N,ID-EIS,A2,GYW6,2012/07/03,,,2012/07/06,0.000175,0.061737,-112.111622,44.204487
127.43000000,BIA,0000,,2012,N,ID-FHA,Cold Springs,GY3C,2012/07/05,,,2012/07/06,0.000057,0.035310,-112.022189,43.161651
2050.04000000,BLM,0000,Named 'Kiglaik River' in FireCode,2012,N,AK-GAD,Kigalik River,GYB0,2012/06/22,,,2012/06/25,0.001881,0.283618,-155.409269,69.256875
21546.44000000,USFS,0930,IR heat perimeter,2012,N,CA-MNF,North Pass,G6L2,2012/08/24,,3201,2012/08/24,0.009180,0.808839,-123.079286,39.878597
14924.83000000,USFS,2309,IR heat perimeter,2012,N,ID-CWF,Powell SBW Complex,G69S,2012/09/11,Fern,3125,2012/09/12,0.007071,1.172424,-114.518834,46.450932
29.80000000,USFS,2309,IR heat perimeter,2012,N,ID-CWF,Powell SBW Complex,G69S,2012/09/11,Eagle Creek,3125,2012/09/12,0.000014,0.016719,-114.794233,46.475191
107.16000000,USFS,2309,IR heat perimeter,2012,N,ID-CWF,Powell SBW Complex,G69S,2012/09/11,New Spot,3125,2012/09/12,0.000051,0.041705,-114.936978,46.454091
10.33000000,USFS,2309,IR heat perimeter,2012,N,ID-CWF,Powell SBW Complex,G69S,2012/09/11,Benchmark 5987,3125,2012/09/12,0.000005,0.011638,-114.961187,46.438557
7.35000000,USFS,2309,IR heat perimeter,2012,N,ID-CWF,Powell SBW Complex,G69S,2012/09/11,Mocust,3125,2012/09/12,0.000003,0.008487,-114.985856,46.464070
5960.43000000,State Agency,1000,,2012,N,UT-NWS,Dump,GYW5,2012/06/23,,2928,2012/06/24,0.002557,0.264172,-111.949340,40.309862
2310.87000000,BLM,0000,,2012,N,AK-TAD,Itkillik River,GYD1,2012/06/20,,,2012/06/21,0.002210,0.362410,-150.608799,70.140576
20416.31000000,USFS,1249,FIMT,2012,N,CO-SJF,Little Sand,GVE7,2012/06/24,,2878,2012/06/25,0.008410,1.883554,-107.278671,37.437083
21347.15000000,USFS,2232,IR heat perimeter,2012,N,CO-SJF,Little Sand,GVE7,2012/06/24,,2878,2012/06/25,0.008793,1.966816,-107.279379,37.436295
5502.42000000,State Agency,1312,,2012,N,UT-NWS,Dump,GYW5,2012/06/24,,2928,2012/06/25,0.002361,0.337317,-111.950010,40.308909
87496.27000000,Local Agency,2235,IR heat perimeter,2012,N,CO-LRX,High Park,GW7N,2012/06/25,,2904,2012/06/26,0.037724,2.570991,-105.354315,40.641685
22440.77000000,USFS,2214,IR heat perimeter,2012,N,CO-SJF,Little Sand,GVE7,2012/06/25,,2878,2012/06/26,0.009244,1.960668,-107.280267,37.436010
134.23000000,USFS,2309,IR heat perimeter,2012,N,ID-CWF,Powell SBW Complex,G69S,2012/09/11,Pedro,3125,2012/09/12,0.000064,0.043861,-114.884539,46.404214
1764.18000000,BLM,0000,GPS air,2012,N,ID-BOD,Jump,G0B3,2012/07/02,,,2012/07/06,0.000794,0.145553,-116.916004,43.455880
309658.84000000,BLM,0830,IR heat perimeter,2012,N,CA-NOD,Rush,G5Z8,2012/08/24,,3151,2012/08/24,0.133357,4.643230,-120.093095,40.615988
23626.55000000,State Agency,0250,IR heat perimeter,2012,N,WA-SES,Taylor Bridge,G53E,2012/08/24,,3152,2012/08/24,0.011337,0.951933,-120.704509,47.135938
109714.40000000,USFS,1923,IR heat perimeter,2012,N,ID-BOF,Trinity Ridge,G4QD,2012/08/23,,3088,2012/08/24,0.049625,3.132060,-115.394512,43.737967
9862.85000000,BIA,1730,,2012,N,MT-FHA,West Garceau,G54D,2012/08/23,,3159,2012/08/24,0.004782,0.674771,-114.466277,47.699532
12129.71000000,USFS,2309,IR heat perimeter,2012,N,ID-CWF,Powell SBW Complex,G69S,2012/09/11,Freeze Out,3125,2012/09/12,0.005745,0.941313,-114.925700,46.417887
13209.68000000,USFS,2309,IR heat perimeter,2012,N,ID-CWF,Powell SBW Complex,G69S,2012/09/11,Cedar 7,3125,2012/09/12,0.006244,1.410437,-114.628547,46.314296
43.36000000,BLM,0000,GPS,2012,N,MT-MCD,Calf Creek,GZG3,2012/06/26,,,2012/11/16,0.000021,0.025212,-107.822165,47.159600
1121.03000000,USFS,1557,FIMT,2012,N,CO-PSF,Springer,GX57,2012/06/24,,2916,2012/06/25,0.000472,0.110010,-105.424266,38.940451
286.79000000,USFS,1036,FIMT,2012,N,CA-SQF,Piute Complex,G4TR,2012/08/05,Heald,3086,2012/08/07,0.000115,0.045130,-118.303214,35.585775
313.58000000,USFS,2154,FIMT,2012,N,CA-SQF,Piute Complex,G4TR,2012/08/05,Heald,3086,2012/08/07,0.000126,0.047035,-118.303158,35.586511
1277.74000000,NPS,0000,WFDSS; GPS air,2012,N,VA-SHP,Neighbor Mountain,GZF5,2012/07/03,,2967,2012/07/03,0.000535,0.128535,-78.368413,38.696736
2.07000000,BLM,0000,GPS,2012,N,MT-LED,Carrol,G3KX,2012/07/24,,,2012/11/16,0.000001,0.004191,-108.391763,47.511416
5393.09000000,Local Agency,2108,IR heat perimeter,2012,N,WY-COX,Russells Camp,GX64,2012/06/24,,2917,2012/06/25,0.002393,0.439436,-105.830591,42.517295
307.80000000,USFS,2238,IR heat perimeter,2012,N,CO-PSF,Treasure,GY3P,2012/06/24,,2939,2012/06/25,0.000130,0.056035,-106.203111,39.307784
3445.53000000,USFS,2213,IR heat perimeter,2012,N,CO-PSF,Waldo Canyon,GY3N,2012/06/24,,2929,2012/06/25,0.001449,0.404829,-104.939486,38.902295
83265.79000000,Local Agency,1413,FIMT,2012,N,CO-LRX,High Park,GW7N,2012/06/24,,2904,2012/06/25,0.035902,2.562459,-105.347534,40.643678
9222.09000000,BIA,0217,IR heat perimeter,2012,N,OR-WSA,Waterfalls 2,G49K,2012/08/24,,3165,2012/08/24,0.004243,1.060333,-121.720666,44.745070
9892.31000000,BIA,0022,IR heat perimeter,2012,N,MT-FHA,West Garceau,G54D,2012/08/25,,3159,2012/08/25,0.004797,0.684007,-114.466205,47.699479
6575.41000000,BLM,0000,,2012,N,AK-GADC,Hogatza River,GX5Q,2012/06/22,,,2012/06/25,0.005345,0.621371,-155.191452,66.428663
40385.19000000,USFS,2050,IR heat perimeter,2012,N,UT-MLF,Seeley,GZN4,2012/07/03,,2953,2012/07/04,0.017140,1.302190,-111.125789,39.552198
153.20000000,BLM,0000,,2012,N,AK-TAD,Cosna River,GY48,2012/06/25,,,2012/06/26,0.000116,0.058216,-151.616282,64.565059
5178.98000000,USFS,2253,IR heat perimeter,2012,N,CO-PSF,Waldo Canyon,GY3N,2012/06/25,,2929,2012/06/26,0.002178,0.726324,-104.947428,38.912010
196.85000000,BLM,0000,,2012,N,AK-YTDC,Big Bend,GY4T,2012/06/24,,,2012/06/25,0.000154,0.061506,-147.819575,65.389236
5465.47000000,Local Agency,0033,IR heat perimeter,2012,N,WY-COX,Russells Camp,GX64,2012/06/26,,2917,2012/06/26,0.002425,0.435090,-105.830467,42.517595
8214.44000000,USFS,1945,IR heat perimeter,2012,N,UT-DIF,Shingle,G0D2,2012/07/03,,2979,2012/07/04,0.003386,0.350126,-112.587441,37.458847
3184.53000000,BLM,0000,,2012,N,AK-MID,Delta Creek 2,GYX2,2012/06/25,,,2012/06/26,0.002359,0.303256,-146.385583,63.958291
40390.37000000,USFS,0125,FIMT,2012,N,UT-MLF,Seeley,GZN4,2012/07/05,,2953,2012/07/06,0.017143,1.299877,-111.125794,39.552206
14330.39000000,BLM,0000,,2012,N,AK-GADC,Hogatza River,GX5Q,2012/06/25,,,2012/06/26,0.011649,0.925228,-155.220871,66.427400
42.97000000,State Agency,0000,Named '215' in FireCode,2012,N,AK-SWS,Kuskokuak Slough,GX4B,2012/06/22,,,2012/06/26,0.000029,0.026750,-161.315180,60.800049
14869.67000000,BLM,0000,No name in FireCode,2012,N,AK-TAD,Little Indian River,GW25,2012/06/24,,,2012/06/26,0.011768,0.640966,-154.288029,65.745021
41928.48000000,BLM,0000,,2012,N,AK-YTDC,Dry Creek,GY4W,2012/08/23,,,2012/08/24,0.031741,1.151830,-147.278917,64.560287
67186.22000000,USFS,0001,FIMT,2012,N,CA-PNF,Chips,G32E,2012/08/26,,3052,2012/08/26,0.028722,2.148272,-121.210727,40.095332
26621.49000000,USFS,0240,,2012,N,CA-MNF,North Pass,G6L2,2012/08/26,,3201,2012/08/26,0.011352,0.760161,-123.071568,39.879249
97744.44000000,USFS,1053,FIMT,2012,N,ID-SCF,Halstead,G34R,2012/08/24,,3062,2012/08/26,0.044697,2.912150,-114.980143,44.408315
100401.67000000,USFS,0255,IR heat perimeter,2012,N,ID-SCF,Halstead,G34R,2012/08/25,,3062,2012/08/26,0.045911,3.202901,-114.978294,44.407186
100401.67000000,USFS,1351,FIMT,2012,N,ID-SCF,Halstead,G34R,2012/08/25,,3062,2012/08/26,0.045911,3.202901,-114.978294,44.407186
2110.61000000,USFS,0126,IR heat perimeter,2012,N,ID-SCF,Merino,G6GW,2012/08/26,,,2012/08/26,0.000969,0.258569,-114.856649,44.661721
347.65000000,USFS,2309,IR heat perimeter,2012,N,ID-CWF,Powell SBW Complex,G69S,2012/09/11,Weasel,3125,2012/09/12,0.000165,0.093015,-114.913927,46.619728
23217.53000000,USFS,0029,IR heat perimeter,2012,N,ID-NPF,Sheep,G7VJ,2012/09/12,,3240,2012/09/12,0.010835,0.834143,-116.221104,45.556541
2660.78000000,BLM,0000,,2012,N,AK-YTDC,Marie Creek,GW1F,2012/06/22,,,2012/06/26,0.002060,0.270351,-142.610999,65.170024
121.74000000,BLM,0000,GPS,2012,N,MT-MCD,Cedar Creek,G4BW,2012/07/31,,,2012/11/16,0.000058,0.059930,-105.457087,46.946310
3211.54000000,BLM,0000,,2012,N,MT-LED,Chain Buttes,G4A5,2012/07/31,,,2012/11/16,0.001551,0.178875,-108.051133,47.485775
445.83000000,BLM,0000,GPS,2012,N,MT-MCD,Cherry,G24U,2012/07/21,,,2012/11/16,0.000209,0.057185,-106.330778,45.964085
